"word","kjv_count","priority","lookup_candidates","sample_references","supplemental_help"
"gibeonites","6","medium","gibeonites; gibeon; gibeonite","2 Samuel 21:1; 2 Samuel 21:2; 2 Samuel 21:2; 2 Samuel 21:3; 2 Samuel 21:4","Easton"
"gihon","6","medium","gihon","Genesis 2:13; 1 Kings 1:33; 1 Kings 1:38; 1 Kings 1:45; 2 Chronicles 32:30","Easton"
"goliath","6","medium","goliath","1 Samuel 17:4; 1 Samuel 17:23; 1 Samuel 21:9; 1 Samuel 22:10; 2 Samuel 21:19","Easton; Nave"
"gomer","6","medium","gomer","Genesis 10:2; Genesis 10:3; 1 Chronicles 1:5; 1 Chronicles 1:6; Ezekiel 38:6","Easton; Nave"
"hazeroth","6","medium","hazeroth","Numbers 11:35; Numbers 11:35; Numbers 12:16; Numbers 33:17; Numbers 33:18","Easton; Nave"
"hebronites","6","medium","hebronites; hebron; hebronite","Numbers 3:27; Numbers 26:58; 1 Chronicles 26:23; 1 Chronicles 26:30; 1 Chronicles 26:31","Easton; Nave"
"herodias","6","medium","herodias; herodia","Matthew 14:3; Matthew 14:6; Mark 6:17; Mark 6:19; Mark 6:22","Easton; Nave"
"iconium","6","medium","iconium","Acts 13:51; Acts 14:1; Acts 14:19; Acts 14:21; Acts 16:2","Easton; Nave"
"ira","6","medium","ira","2 Samuel 20:26; 2 Samuel 23:26; 2 Samuel 23:38; 1 Chronicles 11:28; 1 Chronicles 11:40","Easton; Nave"
"ishi","6","medium","ishi","1 Chronicles 2:31; 1 Chronicles 2:31; 1 Chronicles 4:20; 1 Chronicles 4:42; 1 Chronicles 5:24","Easton; Nave"
"jael","6","medium","jael","Judges 4:17; Judges 4:18; Judges 4:21; Judges 4:22; Judges 5:6","Easton"
"jahaziel","6","medium","jahaziel","1 Chronicles 12:4; 1 Chronicles 16:6; 1 Chronicles 23:19; 1 Chronicles 24:23; 2 Chronicles 20:14","Easton; Nave"
"jamin","6","medium","jamin","Genesis 46:10; Exodus 6:15; Numbers 26:12; 1 Chronicles 2:27; 1 Chronicles 4:24","Nave"
"jediael","6","medium","jediael","1 Chronicles 7:6; 1 Chronicles 7:10; 1 Chronicles 7:11; 1 Chronicles 11:45; 1 Chronicles 12:20","Easton; Nave"
"jehohanan","6","medium","jehohanan","1 Chronicles 26:3; 2 Chronicles 17:15; 2 Chronicles 23:1; Ezra 10:28; Nehemiah 12:13","Easton; Nave"
"jeshimon","6","medium","jeshimon","Numbers 21:20; Numbers 23:28; 1 Samuel 23:19; 1 Samuel 23:24; 1 Samuel 26:1","Easton"
"joktan","6","medium","joktan","Genesis 10:25; Genesis 10:26; Genesis 10:29; 1 Chronicles 1:19; 1 Chronicles 1:20","Easton; Nave"
"josedech","6","medium","josedech","Haggai 1:1; Haggai 1:12; Haggai 1:14; Haggai 2:2; Haggai 2:4","Nave"
"joses","6","medium","joses; jos; jose","Matthew 13:55; Matthew 27:56; Mark 6:3; Mark 15:40; Mark 15:47","Nave"
"kenite","6","medium","kenite; kenites","Numbers 24:22; Judges 1:16; Judges 4:11; Judges 4:17; Judges 4:17","Easton; Nave"
"kirjatharba","6","medium","kirjatharba","Genesis 23:2; Joshua 14:15; Joshua 15:54; Joshua 20:7; Judges 1:10","Easton"
"kishon","6","medium","kishon","Joshua 21:28; Judges 4:7; Judges 4:13; Judges 5:21; Judges 5:21","Easton; Nave"
"lystra","6","medium","lystra","Acts 14:6; Acts 14:8; Acts 14:21; Acts 16:1; Acts 16:2","Easton"
"machpelah","6","medium","machpelah","Genesis 23:9; Genesis 23:17; Genesis 23:19; Genesis 25:9; Genesis 49:30","Easton; Nave"
"malchijah","6","medium","malchijah","1 Chronicles 9:12; 1 Chronicles 24:9; Ezra 10:25; Nehemiah 3:11; Nehemiah 10:3","KJV rare-term help"
"malluch","6","medium","malluch","1 Chronicles 6:44; Ezra 10:29; Ezra 10:32; Nehemiah 10:4; Nehemiah 10:27","Easton; Nave"
"media","6","medium","media","Esther 1:3; Esther 1:14; Esther 1:18; Esther 10:2; Isaiah 21:2","Easton"
"meremoth","6","medium","meremoth","Ezra 8:33; Ezra 10:36; Nehemiah 3:4; Nehemiah 3:21; Nehemiah 10:5","Easton; Nave"
"meribah","6","medium","meribah","Exodus 17:7; Numbers 20:13; Numbers 20:24; Numbers 27:14; Deuteronomy 33:8","Easton"
"methuselah","6","medium","methuselah","Genesis 5:21; Genesis 5:22; Genesis 5:25; Genesis 5:26; Genesis 5:27","Easton; Nave"
"moabitess","6","medium","moabitess; moabites; moabitese","Ruth 1:22; Ruth 2:2; Ruth 2:21; Ruth 4:5; Ruth 4:10","Nave"
"naioth","6","medium","naioth","1 Samuel 19:18; 1 Samuel 19:19; 1 Samuel 19:22; 1 Samuel 19:23; 1 Samuel 19:23","Easton"
"nathanael","6","medium","nathanael","John 1:45; John 1:46; John 1:47; John 1:48; John 1:49","Easton; Nave"
"navy","6","medium","navy","1 Kings 9:26; 1 Kings 9:27; 1 Kings 10:11; 1 Kings 10:22; 1 Kings 10:22","Nave"
"nob","6","medium","nob","1 Samuel 21:1; 1 Samuel 22:9; 1 Samuel 22:11; 1 Samuel 22:19; Nehemiah 11:32","Easton; Nave"
"pahathmoab","6","medium","pahathmoab","Ezra 2:6; Ezra 8:4; Ezra 10:30; Nehemiah 3:11; Nehemiah 7:11","Easton; Nave"
"philippi","6","medium","philippi","Matthew 16:13; Mark 8:27; Acts 16:12; Acts 20:6; Philippians 1:1","Easton; Nave"
"rephaim","6","medium","rephaim","2 Samuel 5:18; 2 Samuel 5:22; 2 Samuel 23:13; 1 Chronicles 11:15; 1 Chronicles 14:9","Easton; Nave"
"rereward","6","medium","rereward","Numbers 10:25; Joshua 6:9; Joshua 6:13; 1 Samuel 29:2; Isaiah 52:12","Easton"
"salah","6","medium","salah","Genesis 10:24; Genesis 10:24; Genesis 11:12; Genesis 11:13; Genesis 11:14","Nave"
"sepharvaim","6","medium","sepharvaim","2 Kings 17:24; 2 Kings 17:31; 2 Kings 18:34; 2 Kings 19:13; Isaiah 36:19","Easton; Nave"
"shammai","6","medium","shammai","1 Chronicles 2:28; 1 Chronicles 2:28; 1 Chronicles 2:32; 1 Chronicles 2:44; 1 Chronicles 2:45","Nave"
"sharon","6","medium","sharon","1 Chronicles 5:16; 1 Chronicles 27:29; Solomon's Song 2:1; Isaiah 33:9; Isaiah 35:2","Nave"
"shema","6","medium","shema","Joshua 15:26; 1 Chronicles 2:43; 1 Chronicles 2:44; 1 Chronicles 5:8; 1 Chronicles 8:13","Easton"
"shur","6","medium","shur","Genesis 16:7; Genesis 20:1; Genesis 25:18; Exodus 15:22; 1 Samuel 15:7","Easton"
"sorcerers","6","medium","sorcerers; sorcerer; sorcerere","Exodus 7:11; Jeremiah 27:9; Daniel 2:2; Malachi 3:5; Revelation 21:8","Easton"
"taanach","6","medium","taanach","Joshua 12:21; Joshua 17:11; Judges 1:27; Judges 5:19; 1 Kings 4:12","Easton"
"tahath","6","medium","tahath","Numbers 33:26; Numbers 33:27; 1 Chronicles 6:24; 1 Chronicles 6:37; 1 Chronicles 7:20","KJV rare-term help"
"talmai","6","medium","talmai","Numbers 13:22; Joshua 15:14; Judges 1:10; 2 Samuel 3:3; 2 Samuel 13:37","Easton; Nave"
"tappuah","6","medium","tappuah","Joshua 12:17; Joshua 15:34; Joshua 16:8; Joshua 17:8; Joshua 17:8","Easton; Nave"
"taskmasters","6","medium","taskmasters; taskmaster; taskmastere","Exodus 1:11; Exodus 3:7; Exodus 5:6; Exodus 5:10; Exodus 5:13","Nave"
"tekoa","6","medium","tekoa","1 Chronicles 2:24; 1 Chronicles 4:5; 2 Chronicles 11:6; 2 Chronicles 20:20; Jeremiah 6:1","Nave"
"temanite","6","medium","temanite","Job 2:11; Job 4:1; Job 15:1; Job 22:1; Job 42:7","Easton"
"thessalonica","6","medium","thessalonica","Acts 17:1; Acts 17:11; Acts 17:13; Acts 27:2; Philippians 4:16","Easton; Nave"
"tishbite","6","medium","tishbite","1 Kings 17:1; 1 Kings 21:17; 1 Kings 21:28; 2 Kings 1:3; 2 Kings 1:8","Easton"
"tola","6","medium","tola","Genesis 46:13; Numbers 26:23; Judges 10:1; 1 Chronicles 7:1; 1 Chronicles 7:2","Easton; Nave"
"troas","6","medium","troas; troa","Acts 16:8; Acts 16:11; Acts 20:5; Acts 20:6; 2 Corinthians 2:12","Easton"
"zabdi","6","medium","zabdi","Joshua 7:1; Joshua 7:17; Joshua 7:18; 1 Chronicles 8:19; 1 Chronicles 27:27","Easton"
"zarhites","6","medium","zarhites; zarah; zarhite","Numbers 26:13; Numbers 26:20; Joshua 7:17; Joshua 7:17; 1 Chronicles 27:11","Nave"
"zebul","6","medium","zebul","Judges 9:28; Judges 9:30; Judges 9:36; Judges 9:36; Judges 9:38","Easton; Nave"
"zeeb","6","medium","zeeb","Judges 7:25; Judges 7:25; Judges 7:25; Judges 7:25; Judges 8:3","Easton; Nave"
"abidan","5","medium","abidan","Numbers 1:11; Numbers 2:22; Numbers 7:60; Numbers 7:65; Numbers 10:24","Easton"
"abijam","5","medium","abijam","1 Kings 14:31; 1 Kings 15:1; 1 Kings 15:7; 1 Kings 15:7; 1 Kings 15:8","Easton"
"abishag","5","medium","abishag","1 Kings 1:3; 1 Kings 1:15; 1 Kings 2:17; 1 Kings 2:21; 1 Kings 2:22","Easton; Nave"
"abishua","5","medium","abishua","1 Chronicles 6:4; 1 Chronicles 6:5; 1 Chronicles 6:50; 1 Chronicles 8:4; Ezra 7:5","Easton; Nave"
"achor","5","medium","achor","Joshua 7:24; Joshua 7:26; Joshua 15:7; Isaiah 65:10; Hosea 2:15","Easton"
"admah","5","medium","admah","Genesis 10:19; Genesis 14:2; Genesis 14:8; Deuteronomy 29:23; Hosea 11:8","Easton"
"agagite","5","medium","agagite","Esther 3:1; Esther 3:10; Esther 8:3; Esther 8:5; Esther 9:24","Easton"
"ahilud","5","medium","ahilud","2 Samuel 8:16; 2 Samuel 20:24; 1 Kings 4:3; 1 Kings 4:12; 1 Chronicles 18:15","KJV rare-term help"
"ahira","5","medium","ahira","Numbers 1:15; Numbers 2:29; Numbers 7:78; Numbers 7:83; Numbers 10:27","Easton"
"ahohite","5","medium","ahohite","2 Samuel 23:9; 2 Samuel 23:28; 1 Chronicles 11:12; 1 Chronicles 11:29; 1 Chronicles 27:4","Easton"
"aholah","5","medium","aholah","Ezekiel 23:4; Ezekiel 23:4; Ezekiel 23:5; Ezekiel 23:36; Ezekiel 23:44","Easton"
"aholiab","5","medium","aholiab","Exodus 31:6; Exodus 35:34; Exodus 36:1; Exodus 36:2; Exodus 38:23","Easton; Nave"
"aiah","5","medium","aiah","2 Samuel 3:7; 2 Samuel 21:8; 2 Samuel 21:10; 2 Samuel 21:11; 1 Chronicles 1:40","Nave"
"ain","5","medium","ain","Numbers 34:11; Joshua 15:32; Joshua 19:7; Joshua 21:16; 1 Chronicles 4:32","Nave"
"alphaeus","5","medium","alphaeus; alphaeu","Matthew 10:3; Mark 2:14; Mark 3:18; Luke 6:15; Acts 1:13","Easton"
"amasai","5","medium","amasai","1 Chronicles 6:25; 1 Chronicles 6:35; 1 Chronicles 12:18; 1 Chronicles 15:24; 2 Chronicles 29:12","Easton; Nave"
"ammishaddai","5","medium","ammishaddai","Numbers 1:12; Numbers 2:25; Numbers 7:66; Numbers 7:71; Numbers 10:25","Easton; Nave"
"arad","5","medium","arad","Numbers 21:1; Numbers 33:40; Joshua 12:14; Judges 1:16; 1 Chronicles 8:15","Easton"
"archite","5","medium","archite","2 Samuel 15:32; 2 Samuel 16:16; 2 Samuel 17:5; 2 Samuel 17:14; 1 Chronicles 27:33","Easton"
"argob","5","medium","argob","Deuteronomy 3:4; Deuteronomy 3:13; Deuteronomy 3:14; 1 Kings 4:13; 2 Kings 15:25","Easton; Nave"
"aristarchus","5","medium","aristarchus; aristarchu","Acts 19:29; Acts 20:4; Acts 27:2; Colossians 4:10; Philemon 1:24","Easton"
"assir","5","medium","assir","Exodus 6:24; 1 Chronicles 3:17; 1 Chronicles 6:22; 1 Chronicles 6:23; 1 Chronicles 6:37","Nave"
"ataroth","5","medium","ataroth","Numbers 32:3; Numbers 32:34; Joshua 16:2; Joshua 16:7; 1 Chronicles 2:54","Easton"
"ater","5","medium","ater","Ezra 2:16; Ezra 2:42; Nehemiah 7:21; Nehemiah 7:45; Nehemiah 10:17","Easton"
"athens","5","medium","athens; athen; athene","Acts 17:15; Acts 17:16; Acts 17:22; Acts 18:1; 1 Thessalonians 3:1","Easton; Nave"
"azareel","5","medium","azareel","1 Chronicles 12:6; 1 Chronicles 25:18; 1 Chronicles 27:22; Ezra 10:41; Nehemiah 11:13","KJV rare-term help"
"baalah","5","medium","baalah","Joshua 15:9; Joshua 15:10; Joshua 15:11; Joshua 15:29; 1 Chronicles 13:6","Easton; Nave"
"baalhanan","5","medium","baalhanan","Genesis 36:38; Genesis 36:39; 1 Chronicles 1:49; 1 Chronicles 1:50; 1 Chronicles 27:28","Easton"
"bahurim","5","medium","bahurim","2 Samuel 3:16; 2 Samuel 16:5; 2 Samuel 17:18; 2 Samuel 19:16; 1 Kings 2:8","Easton; Nave"
"becher","5","medium","becher","Genesis 46:21; Numbers 26:35; 1 Chronicles 7:6; 1 Chronicles 7:8; 1 Chronicles 7:8","Easton; Nave"
"bezer","5","medium","bezer","Deuteronomy 4:43; Joshua 20:8; Joshua 21:36; 1 Chronicles 6:78; 1 Chronicles 7:37","Easton; Nave"
"bildad","5","medium","bildad","Job 2:11; Job 8:1; Job 18:1; Job 25:1; Job 42:9","Easton"
"bukki","5","medium","bukki","Numbers 34:22; 1 Chronicles 6:5; 1 Chronicles 6:5; 1 Chronicles 6:51; Ezra 7:4","Nave"
"chedorlaomer","5","medium","chedorlaomer","Genesis 14:1; Genesis 14:4; Genesis 14:5; Genesis 14:9; Genesis 14:17","Easton"
"chenaanah","5","medium","chenaanah","1 Kings 22:11; 1 Kings 22:24; 1 Chronicles 7:10; 2 Chronicles 18:10; 2 Chronicles 18:23","Easton; Nave"
"consumption","5","medium","consumption","Leviticus 26:16; Deuteronomy 28:22; Isaiah 10:22; Isaiah 10:23; Isaiah 28:22","Nave"
"crete","5","medium","crete","Acts 27:7; Acts 27:12; Acts 27:13; Acts 27:21; Titus 1:5","Easton; Nave"
"cruelty","5","medium","cruelty","Genesis 49:5; Judges 9:24; Psalms 27:12; Psalms 74:20; Ezekiel 34:4","Nave"
"diana","5","medium","diana","Acts 19:24; Acts 19:27; Acts 19:28; Acts 19:34; Acts 19:35","Easton; Nave"
"dishan","5","medium","dishan","Genesis 36:21; Genesis 36:28; Genesis 36:30; 1 Chronicles 1:38; 1 Chronicles 1:42","Easton; Nave"
"doeg","5","medium","doeg","1 Samuel 21:7; 1 Samuel 22:9; 1 Samuel 22:18; 1 Samuel 22:18; 1 Samuel 22:22","Easton; Nave"
"elath","5","medium","elath","Deuteronomy 2:8; 2 Kings 14:22; 2 Kings 16:6; 2 Kings 16:6; 2 Kings 16:6","Easton; Nave"
"elealeh","5","medium","elealeh","Numbers 32:3; Numbers 32:37; Isaiah 15:4; Isaiah 16:9; Jeremiah 48:34","Easton"
"elizur","5","medium","elizur","Numbers 1:5; Numbers 2:10; Numbers 7:30; Numbers 7:35; Numbers 10:18","Nave"
"enan","5","medium","enan","Numbers 1:15; Numbers 2:29; Numbers 7:78; Numbers 7:83; Numbers 10:27","Nave"
"ephraimites","5","medium","ephraimites; ephraimite","Joshua 16:10; Judges 12:4; Judges 12:5; Judges 12:5; Judges 12:6","KJV rare-term help"
"ephratah","5","medium","ephratah","Ruth 4:11; 1 Chronicles 2:50; 1 Chronicles 4:4; Psalms 132:6; Micah 5:2","Easton; Nave"
"ephrath","5","medium","ephrath","Genesis 35:16; Genesis 35:19; Genesis 48:7; Genesis 48:7; 1 Chronicles 2:19","Nave"
"eshtemoa","5","medium","eshtemoa","Joshua 21:14; 1 Samuel 30:28; 1 Chronicles 4:17; 1 Chronicles 4:19; 1 Chronicles 6:57","Easton; Nave"
"etam","5","medium","etam","Judges 15:8; Judges 15:11; 1 Chronicles 4:3; 1 Chronicles 4:32; 2 Chronicles 11:6","Easton; Nave"
"fleshhooks","5","medium","fleshhooks; fleshhook; fleshhooke","Exodus 27:3; Exodus 38:3; Numbers 4:14; 1 Chronicles 28:17; 2 Chronicles 4:16","Easton; Nave"
"gaius","5","medium","gaius; gaiu","Acts 19:29; Acts 20:4; Romans 16:23; 1 Corinthians 1:14; 3 John 1:1","Easton; Nave"
"galilaeans","5","medium","galilaeans; galilee; galilaean; galilaeane","Luke 13:1; Luke 13:2; Luke 13:2; John 4:45; Acts 2:7","Easton; Nave"
"gemariah","5","medium","gemariah","Jeremiah 29:3; Jeremiah 36:10; Jeremiah 36:11; Jeremiah 36:12; Jeremiah 36:25","Easton; Nave"
"gerahs","5","medium","gerahs; gerah; gerahe","Exodus 30:13; Leviticus 27:25; Numbers 3:47; Numbers 18:16; Ezekiel 45:12","Easton"
"geshurites","5","medium","geshurites; geshurite","Joshua 12:5; Joshua 13:11; Joshua 13:13; Joshua 13:13; 1 Samuel 27:8","Easton"
"gideoni","5","medium","gideoni","Numbers 1:11; Numbers 2:22; Numbers 7:60; Numbers 7:65; Numbers 10:24","Nave"
"girgashites","5","medium","girgashites; girgashite","Genesis 15:21; Deuteronomy 7:1; Joshua 3:10; Joshua 24:11; Nehemiah 9:8","Easton; Nave"
"gomorrha","5","medium","gomorrha","Matthew 10:15; Mark 6:11; Romans 9:29; 2 Peter 2:6; Jude 1:7","KJV rare-term help"
"gozan","5","medium","gozan","2 Kings 17:6; 2 Kings 18:11; 2 Kings 19:12; 1 Chronicles 5:26; Isaiah 37:12","Easton; Nave"
"haggith","5","medium","haggith","2 Samuel 3:4; 1 Kings 1:5; 1 Kings 1:11; 1 Kings 2:13; 1 Chronicles 3:2","Easton"
"hammedatha","5","medium","hammedatha","Esther 3:1; Esther 3:10; Esther 8:5; Esther 9:10; Esther 9:24","Easton"
"hanoch","5","medium","hanoch","Genesis 25:4; Genesis 46:9; Exodus 6:14; Numbers 26:5; 1 Chronicles 5:3","Nave"
"hararite","5","medium","hararite","2 Samuel 23:11; 2 Samuel 23:33; 2 Samuel 23:33; 1 Chronicles 11:34; 1 Chronicles 11:35","KJV rare-term help"
"hashum","5","medium","hashum","Ezra 2:19; Ezra 10:33; Nehemiah 7:22; Nehemiah 8:4; Nehemiah 10:18","Easton; Nave"
"hattush","5","medium","hattush","1 Chronicles 3:22; Ezra 8:2; Nehemiah 3:10; Nehemiah 10:4; Nehemiah 12:2","Easton; Nave"
"helez","5","medium","helez","2 Samuel 23:26; 1 Chronicles 2:39; 1 Chronicles 2:39; 1 Chronicles 11:27; 1 Chronicles 27:10","Easton; Nave"
"helon","5","medium","helon","Numbers 1:9; Numbers 2:7; Numbers 7:24; Numbers 7:29; Numbers 10:16","Easton"
"hodijah","5","medium","hodijah","Nehemiah 8:7; Nehemiah 9:5; Nehemiah 10:10; Nehemiah 10:13; Nehemiah 10:18","Easton"
"hophni","5","medium","hophni","1 Samuel 1:3; 1 Samuel 2:34; 1 Samuel 4:4; 1 Samuel 4:11; 1 Samuel 4:17","Easton; Nave"
"hosah","5","medium","hosah","Joshua 19:29; 1 Chronicles 16:38; 1 Chronicles 26:10; 1 Chronicles 26:11; 1 Chronicles 26:16","Easton; Nave"
"hushathite","5","medium","hushathite","2 Samuel 21:18; 2 Samuel 23:27; 1 Chronicles 11:29; 1 Chronicles 20:4; 1 Chronicles 27:11","KJV rare-term help"
"jahaz","5","medium","jahaz","Numbers 21:23; Deuteronomy 2:32; Judges 11:20; Isaiah 15:4; Jeremiah 48:34","Easton; Nave"
"japhia","5","medium","japhia","Joshua 10:3; Joshua 19:12; 2 Samuel 5:15; 1 Chronicles 3:7; 1 Chronicles 14:6","Easton; Nave"
"jason","5","medium","jason","Acts 17:5; Acts 17:6; Acts 17:7; Acts 17:9; Romans 16:21","Easton; Nave"
"jeremoth","5","medium","jeremoth","1 Chronicles 8:14; 1 Chronicles 23:23; 1 Chronicles 25:22; Ezra 10:26; Ezra 10:27","Nave"
"jeshaiah","5","medium","jeshaiah","1 Chronicles 25:3; 1 Chronicles 25:15; 1 Chronicles 26:25; Ezra 8:7; Ezra 8:19","Easton"
"jezreelitess","5","medium","jezreelitess; jezreelites; jezreelitese","1 Samuel 27:3; 1 Samuel 30:5; 2 Samuel 2:2; 2 Samuel 3:2; 1 Chronicles 3:1","KJV rare-term help"
"joiarib","5","medium","joiarib","Ezra 8:16; Nehemiah 11:5; Nehemiah 11:10; Nehemiah 12:6; Nehemiah 12:19","Easton; Nave"
"jozadak","5","medium","jozadak","Ezra 3:2; Ezra 3:8; Ezra 5:2; Ezra 10:18; Nehemiah 12:26","KJV rare-term help"
"kibrothhattaavah","5","medium","kibrothhattaavah","Numbers 11:34; Numbers 11:35; Numbers 33:16; Numbers 33:17; Deuteronomy 9:22","Easton; Nave"
"kir","5","medium","kir","2 Kings 16:9; Isaiah 15:1; Isaiah 22:6; Amos 1:5; Amos 9:7","Easton; Nave"
"laodicea","5","medium","laodicea","Colossians 2:1; Colossians 4:13; Colossians 4:15; Colossians 4:16; Revelation 1:11","Easton; Nave"
"libni","5","medium","libni","Exodus 6:17; Numbers 3:18; 1 Chronicles 6:17; 1 Chronicles 6:20; 1 Chronicles 6:29","Easton"
"magog","5","medium","magog","Genesis 10:2; 1 Chronicles 1:5; Ezekiel 38:2; Ezekiel 39:6; Revelation 20:8","Easton; Nave"
"marah","5","medium","marah","Exodus 15:23; Exodus 15:23; Exodus 15:23; Numbers 33:8; Numbers 33:9","Easton; Nave"
"matthew","5","medium","matthew","Matthew 9:9; Matthew 10:3; Mark 3:18; Luke 6:15; Acts 1:13","Easton"
"medeba","5","medium","medeba","Numbers 21:30; Joshua 13:9; Joshua 13:16; 1 Chronicles 19:7; Isaiah 15:2","Easton"
"moza","5","medium","moza","1 Chronicles 2:46; 1 Chronicles 8:36; 1 Chronicles 8:37; 1 Chronicles 9:42; 1 Chronicles 9:43","Easton; Nave"
"naamah","5","medium","naamah","Genesis 4:22; Joshua 15:41; 1 Kings 14:21; 1 Kings 14:31; 2 Chronicles 12:13","Easton; Nave"
"nahath","5","medium","nahath","Genesis 36:13; Genesis 36:17; 1 Chronicles 1:37; 1 Chronicles 6:26; 2 Chronicles 31:13","Easton"
"nicodemus","5","medium","nicodemus; nicodemu","John 3:1; John 3:4; John 3:9; John 7:50; John 19:39","Easton; Nave"
"nimshi","5","medium","nimshi","1 Kings 19:16; 2 Kings 9:2; 2 Kings 9:14; 2 Kings 9:20; 2 Chronicles 22:7","Easton"
"noe","5","medium","noe","Matthew 24:37; Matthew 24:38; Luke 3:36; Luke 17:26; Luke 17:27","KJV rare-term help"
"ocran","5","medium","ocran","Numbers 1:13; Numbers 2:27; Numbers 7:72; Numbers 7:77; Numbers 10:26","Nave"
"ono","5","medium","ono","1 Chronicles 8:12; Ezra 2:33; Nehemiah 6:2; Nehemiah 7:37; Nehemiah 11:35","Easton; Nave"
"ophel","5","medium","ophel","2 Chronicles 27:3; 2 Chronicles 33:14; Nehemiah 3:26; Nehemiah 3:27; Nehemiah 11:21","Easton; Nave"
"pagiel","5","medium","pagiel","Numbers 1:13; Numbers 2:27; Numbers 7:72; Numbers 7:77; Numbers 10:26","Easton; Nave"
"pamphylia","5","medium","pamphylia","Acts 2:10; Acts 13:13; Acts 14:24; Acts 15:38; Acts 27:5","Easton; Nave"
"parlour","5","medium","parlour","Judges 3:20; Judges 3:23; Judges 3:24; Judges 3:25; 1 Samuel 9:22","Easton"
"parosh","5","medium","parosh","Ezra 2:3; Ezra 10:25; Nehemiah 3:25; Nehemiah 7:8; Nehemiah 10:14","KJV rare-term help"
"passages","5","medium","passages; passage","Judges 12:5; Judges 12:6; 1 Samuel 14:4; Jeremiah 22:20; Jeremiah 51:32","Easton"
"passengers","5","medium","passengers; passenger; passengere","Proverbs 9:15; Ezekiel 39:11; Ezekiel 39:11; Ezekiel 39:14; Ezekiel 39:15","Nave"
"pathros","5","medium","pathros; pathro","Isaiah 11:11; Jeremiah 44:1; Jeremiah 44:15; Ezekiel 29:14; Ezekiel 30:14","Easton; Nave"
"pedahzur","5","medium","pedahzur","Numbers 1:10; Numbers 2:20; Numbers 7:54; Numbers 7:59; Numbers 10:23","Easton"
"pelatiah","5","medium","pelatiah","1 Chronicles 3:21; 1 Chronicles 4:42; Nehemiah 10:22; Ezekiel 11:1; Ezekiel 11:13","Easton; Nave"
"peor","5","medium","peor","Numbers 23:28; Numbers 25:18; Numbers 25:18; Numbers 31:16; Joshua 22:17","Easton"
"perizzite","5","medium","perizzite","Genesis 13:7; Exodus 33:2; Exodus 34:11; Joshua 9:1; Joshua 11:3","KJV rare-term help"
"persians","5","medium","persians; persian; persiane","Esther 1:19; Daniel 5:28; Daniel 6:8; Daniel 6:12; Daniel 6:15","Nave"
"pirathonite","5","medium","pirathonite","Judges 12:13; Judges 12:15; 2 Samuel 23:30; 1 Chronicles 11:31; 1 Chronicles 27:14","Easton; Nave"
"pisgah","5","medium","pisgah","Numbers 21:20; Numbers 23:14; Deuteronomy 3:27; Deuteronomy 4:49; Deuteronomy 34:1","Easton"
"priscilla","5","medium","priscilla","Acts 18:2; Acts 18:18; Acts 18:26; Romans 16:3; 1 Corinthians 16:19","Easton"
"raamah","5","medium","raamah","Genesis 10:7; Genesis 10:7; 1 Chronicles 1:9; 1 Chronicles 1:9; Ezekiel 27:22","Easton"
"rehabiah","5","medium","rehabiah","1 Chronicles 23:17; 1 Chronicles 23:17; 1 Chronicles 24:21; 1 Chronicles 24:21; 1 Chronicles 26:25","Easton; Nave"
"rekem","5","medium","rekem","Numbers 31:8; Joshua 13:21; Joshua 18:27; 1 Chronicles 2:43; 1 Chronicles 2:44","Easton; Nave"
"religion","5","medium","religion","Acts 26:5; Galatians 1:13; Galatians 1:14; James 1:26; James 1:27","Nave"
"rephaiah","5","medium","rephaiah","1 Chronicles 3:21; 1 Chronicles 4:42; 1 Chronicles 7:2; 1 Chronicles 9:43; Nehemiah 3:9","Nave"
"rephidim","5","medium","rephidim","Exodus 17:1; Exodus 17:8; Exodus 19:2; Numbers 33:14; Numbers 33:15","Easton"
"reu","5","medium","reu","Genesis 11:18; Genesis 11:19; Genesis 11:20; Genesis 11:21; 1 Chronicles 1:25","KJV rare-term help"
"sedition","5","medium","sedition","Ezra 4:15; Ezra 4:19; Luke 23:19; Luke 23:25; Acts 24:5","Nave"
